2.657291327534329412e+03,-2.198681009460876339e+03,-5.931895022792287818e+03,-7.624818028305298867e+02,-2.770392369898324250e+04,4.025296388278070481e+03,-2.809482128810823269e+02,6.677234299302715954e+03
-5.120903838367440585e+03,-1.593242181025757600e+04,-1.637781267874369587e+04,-5.047622029810084314e+03,-4.179946993123581342e+04,-3.949111803790865451e+03,-6.518836950565536199e+02,-1.103933731750445440e+04
2.656845122120082578e+02,3.017529933151289242e+03,-3.018385553324598732e+03,-1.301714397687555902e+02,-8.035531637598425732e+03,1.189816430599611721e+02,-1.213559204435462746e+01,2.309903254134097097e+03
2.956932371211889404e+03,-7.893806500238981698e+02,-6.076781591547864991e+03,1.111628766042485495e+03,-2.250678035277316303e+04,5.076133428932548668e+03,-1.782066582010304501e+02,4.555266373879104322e+03
2.482393632839378824e+03,-2.517116849497650492e+03,-6.287089505247540728e+03,-7.057213190655688777e+02,-2.418234622067296004e+04,3.822590157335294862e+03,-2.490463431619100731e+02,6.560573485552320562e+03
1.552921219200927908e+03,-1.123681818593752359e+04,-9.047780296192919195e+03,7.997995716824192414e+02,-3.834364799412339198e+04,-9.750903984383543275e+02,-1.410683495672188599e+02,6.871453752168118626e+03
-2.951329564373113890e+00,4.512326289485186215e-01,3.282151926293909394e+00,-6.496897264911814851e+00,-3.000874795624165703e+00,-6.238799857587912223e-01,-1.302309720611901200e+00,-1.044918020688639038e+00
2.807073938164749507e+03,6.890185607067870706e+02,-4.637383243818090705e+03,1.444267343811079172e+03,-2.547764202307025334e+04,5.759347239440630801e+03,-2.558858143625635080e+02,5.837347715033085478e+03
1.629604403323426141e+02,1.634963573299410200e+03,-1.809626758364436455e+03,7.779503084805504898e+01,-4.688403073479695195e+03,7.242422048327533446e+01,-8.792293200553025656e+00,1.304763702127069109e+03
2.311737799132849887e+03,-2.382878940373458136e+03,-5.568843735285676303e+03,-6.583128811011376911e+02,-2.686042612842156450e+04,3.893151397944828204e+03,-2.929747306100962874e+02,6.957520693814125480e+03
-1.233964105269018745e+02,-2.494004310178686410e+03,1.149189195164094417e+04,-8.147644981901582923e+02,-1.793793235717085554e+04,-3.312775465782987794e+03,4.675034635144585593e+01,4.219089270163656693e+03
1.770340459595529410e+03,-4.038059695092239053e+03,-5.111216626504234227e+03,-3.809826771880441925e+02,-2.407443930471113708e+04,2.881988597662998473e+03,-2.040553845115420870e+02,5.265172894827319396e+03
1.815790294512529499e+02,2.505098057512281684e+03,-2.263000131876628075e+03,1.001147382559267953e+02,-6.794000620467696535e+03,-6.869055477647928853e+01,-8.920243936915506211e+00,1.612347501422383175e+03
-1.590548292474433367e+02,4.067063682594049624e+03,-3.774969995360444045e+03,-1.521571454727294963e+02,-9.932718061050034521e+03,1.083025200892823676e+02,-1.694628944532378512e+01,1.598548624897667651e+03
6.003536035611123225e+02,5.683987528770092467e+03,1.067557622268257001e+04,-2.793865600117082067e+03,-3.519908266945962168e+03,4.549868842676282839e+03,1.336733431455458003e+02,-2.656881407112687725e+02
1.069531073051259966e+02,1.663820828160315159e+03,-2.384700597024927902e+03,1.366116048264925951e+02,-5.425290625249306686e+03,-6.881381666269503228e+01,-9.031215758027533624e+00,1.157888919524797529e+03
1.240153006728026867e+03,-7.306540587408305328e+03,-8.213513765010960924e+03,8.412799832583048953e+01,-3.024657232890906380e+04,-2.238987430123725062e+03,-2.106695580722247598e+02,5.564631036988836968e+03
1.648953883456939820e+03,-7.995908493064424647e+02,-6.396623398614319740e+03,-1.088430873996687751e+03,-2.229472684468025545e+04,4.765726068591571675e+03,-2.312998613626936049e+02,3.791012461521111163e+03
2.072968579336512448e+03,-2.766674300491344184e+03,-6.372176393146124610e+03,-4.732651433795377898e+02,-2.169107331943889585e+04,2.760407702110211176e+03,-1.823827303289611734e+02,3.380893341876112117e+03
1.803863327268271405e+03,-2.674069280027590025e+02,-5.951524875378182514e+03,-1.262980177296535885e+03,-2.354363348754150502e+04,5.778073444480466605e+03,-2.572039803454909475e+02,4.804005537456700949e+03
1.930735185413822819e+03,-1.356059795586138716e+04,-1.114244142060464037e+04,6.172482017425427330e+02,-4.247797760971972457e+04,-5.369409223527595714e+02,-1.495724145612118150e+02,1.041007333243313951e+04
1.977449319231474192e+02,2.906267481986648363e+03,-2.769875254477537055e+03,-1.359822742926758679e+02,-7.778124656308600606e+03,1.065054951348993058e+02,-1.395895991985639739e+01,1.532430990789240695e+03
-1.653207197506472994e+02,-2.487151098586141416e+03,1.150535878374505410e+04,-6.997325966183124137e+02,-1.700029985882553228e+04,-3.057722269686627442e+03,5.095789662504534334e+01,4.190256258309365876e+03
2.768045049999392177e+03,-1.122894321282970168e+03,-4.443445386464723924e+03,7.499167701515946192e+02,-2.492311012287430276e+04,4.087811401088954426e+03,-2.834922479951659966e+02,6.421256301674697170e+03
-7.632958594231562302e+02,4.553068621540064669e+03,1.671623253590743479e+04,-2.041835288156358729e+03,-5.895517560517553648e+03,4.953759823110500292e+03,8.670135499608971941e+01,3.885279670715477209e+02
2.914288429895324043e+03,-4.851027853369742843e+03,-7.040417235702108883e+03,-9.801535771925198333e+02,-2.071966168548374844e+04,4.177689061355238664e+03,-3.281289638100879529e+02,8.512676942372971098e+03
-5.823098443180110735e+02,3.505750712176587513e+03,1.984424376341073730e+04,-2.173297095083697059e+03,-9.191016065899169917e+03,4.085665425009137380e+03,1.085150963326546503e+02,1.125171586590909783e+03
1.267056129969540024e+02,1.599162388722483001e+03,-1.525581795492488027e+03,1.049305258316842497e+02,-4.210020844577064054e+03,5.783712823954773086e+01,-7.910446088172055745e+00,5.937448943931528902e+02
1.783684570478081469e+03,-1.924846110836257083e+02,-5.654881212229457560e+03,1.053699083073204065e+03,-2.278668717407692020e+04,5.639198188269843740e+03,-2.696722495774025106e+02,4.470686616413422598e+03
-1.956065063110288520e+02,2.976057920452554299e+03,-2.402959481279557622e+03,2.147475068344189708e+02,-8.435943961907860285e+03,9.114594959366189642e+01,-1.463185741761098058e+01,1.354951915914693473e+03
2.110406940902961196e+03,-1.136703446600507777e+04,-9.097981881691974195e+03,5.258285767266877428e+02,-4.095963184494823508e+04,-8.852602761472146540e+02,-1.658504042389121196e+02,9.665184864420269150e+03
2.463286205658103881e+03,-1.299459037302563047e+03,-5.006376000483363896e+03,6.422996501705093806e+02,-2.403601488225037974e+04,5.096856178262266440e+03,-2.265758298587139450e+02,5.110838435288006622e+03
1.075017443570563046e+03,-1.054680273080658480e+04,-1.113919074560037552e+04,7.998379138213081205e+02,-3.834309427532109839e+04,-9.036058687537623655e+02,-1.106648658860846126e+02,7.340635093340525600e+03
1.766452491213236726e+03,-4.185973048537370232e+03,-8.861059009751319536e+03,-7.385608503611719016e+02,-3.243805265750112812e+04,-3.084116085405772992e+03,-2.504273597272800771e+02,-5.751600628569223773e+03
1.568097906182626502e+03,-3.989509887471063848e+03,-7.421590991981007392e+03,-8.596864518735731053e+02,-3.412647423879960843e+04,-3.836966271840760328e+03,-1.994978244373834571e+02,-4.968055026125118275e+03
2.740141438292316707e+03,-5.467325659679968339e+02,-4.896675592011861227e+03,5.018316606706645899e+01,-2.848770416477600520e+04,3.393516617243364180e+03,-3.708146006917879163e+02,-5.342040521267032091e+03
-7.770936378826954751e+02,3.962253470649164683e+03,1.970097853877515809e+04,-2.195279748083176401e+03,-8.777609178352087838e+03,5.285734839441307486e+03,1.158827082540557285e+02,9.180296468043071627e+02
2.361236999855589602e+03,-7.992515628269743502e+02,-4.273703393115411018e+03,-1.366122026753040245e+03,-2.739154331751290738e+04,3.842983083795809307e+03,-2.947889357576164002e+02,6.018501056548213455e+03
1.568253657719757825e+02,2.023077489465241797e+03,-2.264417393956085562e+03,-8.868301255703424602e+01,-6.797871300407022318e+03,7.375495561619494822e+01,-1.027100845864450207e+01,1.556813649468935637e+03
1.607645103257727897e+03,-1.336476356646599015e+04,-1.006161422754065097e+04,8.413479125770666087e+02,-3.615750591109625384e+04,-6.635136117735889911e+02,-1.386554725491721740e+02,7.663270478816115428e+03
1.948059696714256006e+02,2.306671962356966105e+03,-2.332460335721589217e+03,1.245396210462583753e+02,-6.478685445832845289e+03,-7.161392877932325973e+01,-1.005445988253674550e+01,1.558959034153594303e+03
-2.755594928113301194e+03,-3.922341597419141635e+03,-6.606804831353099871e+03,-3.740072434716264524e+02,-2.488884367297870267e+04,2.720373447432352805e+03,-2.247327983949076611e+02,6.050043802854710520e+03
