2.433441894531250000e+03,-1.629082763671875000e+03,-5.907066894531250000e+03,-7.972179565429687500e+02,-2.541139648437500000e+04,3.930293212890625000e+03,-2.497508850097656250e+02,6.076060058593750000e+03
-4.863109375000000000e+03,-1.437032324218750000e+04,-1.615490917968750000e+04,-4.761876953125000000e+03,-3.918874609375000000e+04,-3.561429199218750000e+03,-6.142799682617187500e+02,-1.044108398437500000e+04
3.174110717773437500e+02,3.103371582031250000e+03,-3.141734863281250000e+03,-1.202225570678710938e+02,-8.260472656250000000e+03,1.010653228759765625e+02,-1.007299709320068359e+01,2.374564697265625000e+03
2.711481201171875000e+03,-3.198437194824218750e+02,-5.802284667968750000e+03,1.108455078125000000e+03,-2.038650781250000000e+04,4.835196777343750000e+03,-1.603293914794921875e+02,4.101226562500000000e+03
2.308651123046875000e+03,-2.693039550781250000e+03,-6.772974121093750000e+03,-6.820634155273437500e+02,-2.351906054687500000e+04,3.668164550781250000e+03,-2.232696075439453125e+02,6.359479492187500000e+03
1.518488525390625000e+03,-1.137714453125000000e+04,-9.676212890625000000e+03,7.561875000000000000e+02,-3.887766796875000000e+04,-1.049290649414062500e+03,-1.283711242675781250e+02,6.937817382812500000e+03
-2.066800594329833984e+00,-2.887810945510864258e+00,5.356717586517333984e+00,-4.864825725555419922e+00,-4.816534042358398438e+00,5.852749943733215332e-02,-7.897673249244689941e-01,-1.039496898651123047e+00
2.570333740234375000e+03,4.113208312988281250e+02,-4.779492675781250000e+03,1.326593505859375000e+03,-2.401557617187500000e+04,5.300372558593750000e+03,-2.271283416748046875e+02,5.495801757812500000e+03
2.216760559082031250e+02,1.692116699218750000e+03,-1.918816406250000000e+03,6.596773529052734375e+01,-4.852900390625000000e+03,4.952505874633789062e+01,-6.537514686584472656e+00,1.350670166015625000e+03
2.144515869140625000e+03,-1.923860961914062500e+03,-5.845465820312500000e+03,-7.027536621093750000e+02,-2.536739648437500000e+04,3.889725341796875000e+03,-2.633308105468750000e+02,6.513862304687500000e+03
-1.725326690673828125e+02,-1.634903198242187500e+03,1.148462500000000000e+04,-9.641520385742187500e+02,-1.666796093750000000e+04,-3.519074462890625000e+03,5.381189346313476562e+01,3.787278076171875000e+03
1.695379760742187500e+03,-2.869729980468750000e+03,-5.100192871093750000e+03,-4.476306152343750000e+02,-2.251241210937500000e+04,2.998721191406250000e+03,-1.893772888183593750e+02,4.887227539062500000e+03
2.373305969238281250e+02,2.624420166015625000e+03,-2.425268066406250000e+03,9.425743103027343750e+01,-7.126390136718750000e+03,-5.780835342407226562e+01,-6.451926708221435547e+00,1.686319335937500000e+03
-1.845226593017578125e+02,4.026827880859375000e+03,-3.792858642578125000e+03,-1.372953491210937500e+02,-9.790139648437500000e+03,8.815646362304687500e+01,-1.245877456665039062e+01,1.575656616210937500e+03
